2,699,1
2,4181,1
2,9211,1
2,12184,1
6,101,1
6,453,1
6,456,1
6,462,1
6,477,1
6,548,1
6,725,1
6,777,1
6,865,1
6,957,1
6,1303,1
6,1599,1
6,1695,1
6,1836,1
6,1901,1
6,2087,1
6,2315,1
6,2608,1
6,2677,1
6,2720,1
6,2876,1
6,2880,1
6,2890,1
6,2978,1
6,3197,1
6,3658,1
6,4113,1
6,4182,1
6,4928,1
6,5932,1
6,6322,1
6,8920,1
6,9076,1
6,9108,1
6,9299,1
6,9777,1
6,10820,1
6,11442,1
6,11584,1
6,11907,1
6,13035,1
6,13293,1
6,14236,1
6,14469,1
6,15318,1
6,15867,1
6,16413,1
6,16855,1
6,16999,1
6,17106,1
6,17156,1
6,19276,1
6,20737,1
6,20874,1
6,20958,1
6,23770,1
6,24483,1
6,26987,1
6,27316,1
6,29591,1
6,34677,1
6,41425,1
6,43241,1
6,44807,1
6,46132,1
6,46811,1
6,48870,1
6,48980,1
6,49041,1
6,52140,1
6,53368,1
6,55257,1
6,63804,1
6,70246,1
6,78082,1
6,89916,1
6,90828,1
6,93851,1
6,121923,1
9,24,1
9,29,1
9,69,1
9,76,1
9,108,1
9,145,1
9,194,1
9,203,1
9,207,1
9,251,1
9,292,1
9,317,1
9,418,1
9,421,1
9,687,1
9,703,1
9,748,1
9,849,1
9,928,1
9,943,1
9,1084,1
9,1176,1
9,1193,1
9,1311,1
9,1326,1
9,1663,1
9,1709,1
9,2174,1
9,2298,1
9,2477,1
9,2502,1
9,2973,1
9,3004,1
9,3493,1
9,3543,1
9,3880,1
9,4783,1
9,5064,1
9,5132,1
9,5642,1
9,5722,1
9,6165,1
9,6375,1
9,9445,1
9,9822,1
9,9928,1
9,12232,1
9,13786,1
9,17418,1
9,20764,1
9,22449,1
9,27956,1
9,29900,1
9,34740,1
9,38188,1
9,43594,1
9,45908,1
9,48504,1
9,51891,1
9,78952,1
11,1120,1
11,1315,1
11,4092,1
11,19690,1
12,2006,1
13,27,1
13,142,1
13,338,1
13,888,1
13,899,1
13,1165,1
13,1464,1
13,1681,1
13,1809,1
14,17,1
14,34,1
14,292,1
14,418,1
14,479,1
14,707,1
14,890,1
14,943,1
14,1119,1
14,1915,1
14,2277,1
14,3472,1
14,6972,1
14,8478,1
14,9161,1
14,9211,1
14,10451,1
14,19803,1
14,34140,1
15,192,1
15,977,1
15,1213,1
15,16172,1
17,14,1
17,34,1
17,292,1
17,418,1
17,479,1
17,707,1
17,890,1
17,943,1
17,1119,1
17,1915,1
17,2277,1
17,3472,1
17,6972,1
17,8478,1
17,9161,1
17,9211,1
17,10451,1
17,19803,1
17,34140,1
18,563,1
18,629,1
18,698,1
18,1368,1
18,1506,1
18,1760,1
18,2019,1
18,2159,1
18,2270,1
18,2283,1
18,3998,1
18,4144,1
18,4437,1
18,4576,1
18,4772,1
18,4924,1
18,6231,1
18,6342,1
18,6521,1
18,6754,1
18,7787,1
18,8080,1
18,9087,1
18,9294,1
18,9315,1
18,9598,1
18,10754,1
18,11026,1
18,11030,1
18,11546,1
18,11812,1
18,11820,1
18,12206,1
18,12534,1
18,12873,1
18,13011,1
18,13321,1
18,13742,1
18,14520,1
18,14767,1
18,16288,1
18,17082,1
18,19003,1
18,19283,1
18,22073,1
18,22942,1
18,23355,1
18,24275,1
18,24527,1
18,25524,1
18,29151,1
18,31904,1
18,32806,1
18,32859,1
18,37725,1
18,37825,1
18,38712,1
18,46931,1
18,47043,1
18,55742,1
18,70177,1
18,71926,1
18,87486,1
24,155,1
24,317,1
27,2860,1
27,5785,1
27,8184,1
27,10076,1
27,28552,1
27,52707,1
29,577,1
30,85,1
30,278,1
30,896,1
30,1022,1
30,1706,1
30,1872,1
30,2289,1
30,2999,1
30,4142,1
30,4740,1
30,4889,1
30,6462,1
30,6575,1
30,6788,1
30,9902,1
30,9916,1
30,9963,1
30,10035,1
30,13869,1
30,18991,1
30,20998,1
30,22610,1
30,23457,1
30,39372,1
30,50645,1
30,94974,1
30,134835,1
31,86,1
31,385,1
31,408,1
31,1118,1
31,1829,1
31,3336,1
31,4261,1
34,14,1
34,17,1
34,292,1
34,418,1
34,479,1
34,707,1
34,890,1
34,943,1
34,1119,1
34,1915,1
34,2277,1
34,3472,1
34,6972,1
34,8478,1
34,9161,1
34,9211,1
34,10451,1
34,19803,1
34,34140,1
38,177,1
38,202,1
38,387,1
38,534,1
38,549,1
38,781,1
38,1156,1
38,1298,1
38,1598,1
38,1717,1
38,2214,1
38,2221,1
38,2528,1
38,2663,1
38,2666,1
38,2667,1
38,2926,1
38,2991,1
38,3138,1
38,3636,1
38,4006,1
38,4027,1
38,4259,1
38,4458,1
38,4566,1
38,5032,1
38,5114,1
38,5880,1
38,5881,1
38,5930,1
38,6933,1
38,6998,1
38,7235,1
38,7255,1
38,7283,1
38,7699,1
38,8387,1
38,8839,1
38,8848,1
38,9275,1
38,9443,1
38,9991,1
38,10236,1
38,10379,1
38,10752,1
38,11113,1
38,11198,1
38,11323,1
38,11841,1
38,12324,1
38,13996,1
38,14439,1
38,14908,1
38,14957,1
38,16003,1
38,16762,1
38,17181,1
38,17859,1
38,18118,1
38,18237,1
38,18238,1
38,18543,1
38,18713,1
38,19250,1
38,19367,1
38,20013,1
38,21444,1
38,23501,1
38,23799,1
38,24386,1
38,24923,1
38,25784,1
38,26625,1
38,27897,1
38,28218,1
38,32198,1
38,33716,1
38,35620,1
38,36062,1
38,37199,1
38,37228,1
38,37387,1
38,39601,1
38,39892,1
38,39910,1
38,41583,1
38,41680,1
38,41906,1
38,42232,1
38,43749,1
38,44844,1
38,44875,1
38,45573,1
38,48799,1
38,48998,1
38,52440,1
38,55182,1
38,55772,1
38,56793,1
38,58842,1
38,58929,1
38,59197,1
38,60082,1
38,64699,1
38,65045,1
38,65279,1
38,66615,1
38,67508,1
38,70484,1
38,70705,1
38,71984,1
38,73175,1
38,74675,1
38,74945,1
38,77882,1
38,78557,1
38,79330,1
38,79552,1
38,81363,1
38,81364,1
38,82871,1
38,87832,1
38,96933,1
38,97991,1
38,99211,1
38,102578,1
39,3379,1
39,12746,1
40,2247,1
40,2335,1
40,2825,1
40,3781,1
40,12103,1
40,29397,1
40,32889,1
40,69671,1
41,276,1
41,291,1
41,1488,1
41,1555,1
41,1965,1
41,2318,1
41,2951,1
41,2979,1
41,3132,1
41,3278,1
41,3366,1
41,3377,1
41,3671,1
41,3778,1
41,3800,1
41,4778,1
41,5014,1
41,5960,1
41,6026,1
41,7296,1
41,7578,1
41,7653,1
41,7887,1
41,7972,1
41,8023,1
41,8363,1
41,9877,1
41,11176,1
41,11377,1
41,12058,1
41,15412,1
41,15980,1
41,16186,1
41,16312,1
41,16446,1
41,16672,1
41,16792,1
41,16811,1
41,20602,1
41,22104,1
41,22111,1
41,23142,1
41,24782,1
41,26873,1
41,27505,1
41,28378,1
41,29510,1
41,31290,1
41,31517,1
41,34914,1
41,38159,1
41,42123,1
41,52265,1
41,57422,1
41,77748,1
44,1995,1
44,5113,1
44,6047,1
44,6560,1
44,7624,1
44,8049,1
44,8242,1
44,9598,1
44,10153,1
44,11263,1
44,12069,1
44,14938,1
44,18522,1
44,26876,1
44,27448,1
44,34341,1
44,36483,1
44,36657,1
44,37106,1
44,38498,1
44,39901,1
44,43847,1
44,51465,1
44,56601,1
44,63583,1
44,65934,1
44,68587,1
44,76107,1
44,76491,1
44,83557,1
44,90194,1
44,101384,1
44,119194,1
44,122079,1
45,369,1
45,730,1
45,1358,1
45,1706,1
45,1945,1
45,2159,1
45,3040,1
45,4533,1
45,4920,1
45,6051,1
45,6950,1
45,9886,1
45,10527,1
45,13270,1
45,15228,1
45,16490,1
45,17418,1
45,17803,1
45,18055,1
45,20998,1
45,22529,1
45,23930,1
45,26482,1
45,37268,1
45,60883,1
45,76297,1
46,650,1
46,1356,1
46,2248,1
46,4363,1
46,7789,1
46,9690,1
47,830,1
47,4454,1
49,128,1
49,172,1
49,325,1
49,396,1
49,517,1
49,551,1
49,566,1
49,572,1
49,677,1
49,722,1
49,782,1
49,799,1
49,800,1
49,851,1
49,909,1
49,1032,1
49,1074,1
49,1097,1
49,1127,1
49,1290,1
49,1299,1
49,1475,1
49,1577,1
49,1588,1
49,1590,1
49,1614,1
49,1670,1
49,1714,1
49,1735,1
49,1755,1
49,1770,1
49,2016,1
49,2042,1
49,2191,1
49,2213,1
49,2326,1
49,2337,1
49,2452,1
49,2504,1
49,2832,1
49,2872,1
49,2970,1
49,3206,1
49,3367,1
49,3389,1
49,3415,1
49,3477,1
49,3485,1
49,3531,1
49,3572,1
49,3601,1
49,3615,1
49,3712,1
49,3751,1
49,3791,1
49,3818,1
49,4286,1
49,4944,1
49,4974,1
49,5018,1
49,5045,1
49,5254,1
49,5596,1
49,5748,1
49,6253,1
49,6339,1
49,6640,1
49,6694,1
49,6961,1
49,7109,1
49,7551,1
49,7598,1
49,7626,1
49,7711,1
49,8153,1
49,8260,1
49,8496,1
49,8547,1
49,9209,1
49,9421,1
49,9974,1
49,9999,1
49,10108,1
49,10123,1
49,10141,1
49,10201,1
49,10821,1
49,11254,1
49,11262,1
49,11282,1
49,11830,1
49,11854,1
49,12096,1
49,12300,1
49,12413,1
49,12582,1
49,13133,1
49,13570,1
49,13870,1
49,14753,1
49,15111,1
49,16280,1
49,16369,1
49,16910,1
49,17623,1
49,17804,1
49,17849,1
49,18233,1
49,18471,1
49,18479,1
49,18948,1
49,18959,1
49,20729,1
49,20897,1
49,21181,1
49,21490,1
49,21662,1
49,22169,1
49,22957,1
49,23343,1
49,23519,1
49,23601,1
49,23990,1
49,25195,1
49,25473,1
49,25937,1
49,26063,1
49,27203,1
49,27277,1
49,27285,1
49,27544,1
49,28116,1
49,28470,1
49,29385,1
49,30249,1
49,31360,1
