2,1292,1
2,1529,1
2,1976,1
2,2792,1
2,3835,1
2,4509,1
2,4666,1
2,6481,1
2,11807,1
2,12473,1
2,16296,1
2,19517,1
2,24616,1
2,43465,1
2,43785,1
2,73891,1
2,100205,1
4,4,1
4,4113,1
5,1305,1
5,2459,1
5,3928,1
5,4976,1
5,6026,1
5,6658,1
5,9073,1
5,43092,1
5,44563,1
5,86048,1
6,264,1
6,456,1
6,899,1
6,1908,1
6,1948,1
6,3940,1
6,5317,1
6,6701,1
6,17344,1
6,24343,1
6,39820,1
6,81827,1
6,102786,1
7,136,1
7,14141,1
11,163,1
12,19,1
12,127,1
12,189,1
12,274,1
12,304,1
12,425,1
12,587,1
12,629,1
12,650,1
12,815,1
12,842,1
12,850,1
12,860,1
12,928,1
12,1133,1
12,1159,1
12,1408,1
12,1460,1
12,1689,1
12,2004,1
12,2106,1
12,2218,1
12,2553,1
12,2612,1
12,2619,1
12,3732,1
12,4129,1
12,4255,1
12,4425,1
12,4701,1
12,4956,1
12,5263,1
12,6811,1
12,6843,1
12,7044,1
12,7045,1
12,7914,1
12,8384,1
12,8486,1
12,8556,1
12,8698,1
12,8796,1
12,9177,1
12,11163,1
12,11479,1
12,11587,1
12,12710,1
12,14535,1
12,35079,1
12,35338,1
12,43817,1
12,56763,1
12,77140,1
12,79192,1
12,101539,1
12,113884,1
12,122047,1
13,5445,1
13,47627,1
14,17,1
14,943,1
14,6972,1
14,10451,1
15,778,1
15,1058,1
17,14,1
17,121,1
17,703,1
17,707,1
17,943,1
17,3472,1
17,6972,1
17,8692,1
17,9347,1
17,10451,1
18,69,1
18,850,1
18,906,1
18,2442,1
18,2792,1
18,3307,1
18,3708,1
18,3998,1
18,5660,1
18,5965,1
18,5988,1
18,6513,1
18,6782,1
18,9432,1
18,16003,1
18,34617,1
18,38653,1
18,42022,1
18,54406,1
18,64670,1
18,75384,1
18,80028,1
18,92423,1
18,100205,1
19,12,1
19,23,1
19,185,1
19,244,1
19,337,1
19,390,1
19,404,1
19,497,1
19,736,1
19,850,1
19,865,1
19,1435,1
19,1695,1
19,1723,1
19,2351,1
19,2619,1
19,2876,1
19,2978,1
19,3107,1
19,3379,1
19,3614,1
19,3665,1
19,4307,1
19,4316,1
19,4882,1
19,4982,1
19,5043,1
19,5263,1
19,5796,1
19,6199,1
19,6460,1
19,7350,1
19,7515,1
19,8544,1
19,10339,1
19,10470,1
19,11153,1
19,15763,1
19,17320,1
19,18393,1
19,20958,1
19,22467,1
19,23859,1
19,35328,1
19,37090,1
19,41425,1
19,43817,1
19,44983,1
19,46163,1
19,58971,1
19,59103,1
19,59965,1
19,60929,1
19,66091,1
19,67617,1
19,76449,1
19,83425,1
19,86315,1
19,99760,1
19,108276,1
19,132210,1
23,19,1
23,84,1
23,185,1
23,850,1
23,31797,1
23,37067,1
23,44407,1
24,7891,1
25,166,1
25,1398,1
25,2159,1
25,4328,1
25,5199,1
25,5988,1
25,9432,1
