2,145,1
2,350,1
2,385,1
2,483,1
2,635,1
2,1085,1
2,1088,1
2,1701,1
2,1909,1
2,2036,1
2,2086,1
2,2363,1
2,2406,1
2,2700,1
2,2944,1
2,3466,1
2,3892,1
2,4029,1
2,4663,1
2,5179,1
2,5654,1
2,5935,1
2,6151,1
2,6364,1
2,6510,1
2,8056,1
2,8712,1
2,9226,1
2,9451,1
2,9656,1
2,9682,1
2,10593,1
2,10765,1
2,12113,1
2,12249,1
2,12773,1
2,14918,1
2,16939,1
2,18721,1
2,21426,1
2,24704,1
2,25038,1
2,32907,1
2,39793,1
2,47020,1
2,48435,1
2,52633,1
2,63994,1
2,84341,1
2,85957,1
2,126744,1
3,171,1
3,223,1
3,400,1
3,461,1
3,564,1
3,672,1
3,794,1
3,898,1
3,1087,1
3,1353,1
3,1375,1
3,1918,1
3,2851,1
3,3142,1
3,4362,1
3,4411,1
3,4498,1
3,4671,1
3,6563,1
3,6959,1
3,7452,1
3,8756,1
3,9445,1
3,11480,1
3,21580,1
3,22227,1
3,45667,1
3,47245,1
3,61776,1
4,460,1
4,977,1
4,20365,1
4,25842,1
5,1083,1
5,3940,1
5,4316,1
5,6210,1
5,11702,1
5,31637,1
5,44563,1
6,1083,1
6,1305,1
6,3928,1
6,4601,1
6,6701,1
6,12592,1
6,16053,1
6,19432,1
7,795,1
7,5686,1
7,8986,1
7,21580,1
7,25025,1
7,41088,1
7,44884,1
8,797,1
8,7042,1
8,23020,1
8,23422,1
9,418,1
9,460,1
9,1064,1
9,2161,1
10,20,1
10,442,1
10,460,1
10,795,1
10,1659,1
10,4394,1
10,5308,1
10,5686,1
10,5814,1
10,6327,1
10,6378,1
10,7122,1
10,9577,1
10,12663,1
10,13927,1
10,15073,1
10,15858,1
10,16348,1
10,20769,1
11,385,1
11,445,1
11,519,1
11,798,1
11,1600,1
11,1805,1
11,5361,1
11,5860,1
11,5868,1
11,19690,1
11,43388,1
11,88042,1
12,61,1
12,84,1
12,127,1
12,185,1
12,274,1
12,587,1
12,630,1
12,842,1
12,850,1
12,893,1
12,1159,1
12,1384,1
12,1704,1
12,1766,1
12,2006,1
12,2065,1
12,2106,1
12,2218,1
12,2363,1
12,2801,1
12,3028,1
12,3448,1
12,4255,1
12,6843,1
12,9177,1
12,12578,1
12,12746,1
12,13472,1
12,17210,1
12,18432,1
12,18528,1
12,23861,1
12,32700,1
12,34698,1
12,46423,1
12,47758,1
12,56034,1
12,98343,1
13,236,1
13,418,1
13,775,1
13,914,1
13,2186,1
13,4927,1
13,10080,1
13,27679,1
14,612,1
14,793,1
14,943,1
14,1150,1
14,3472,1
14,5821,1
14,6972,1
14,10451,1
14,16437,1
15,290,1
15,304,1
15,405,1
15,631,1
15,977,1
15,1120,1
15,1213,1
15,1232,1
15,1299,1
15,2931,1
15,3655,1
15,3776,1
15,5459,1
15,7096,1
15,12925,1
15,16172,1
15,78685,1
15,122933,1
15,132016,1
16,4059,1
16,7002,1
16,7339,1
16,14737,1
16,20098,1
16,21137,1
16,38067,1
16,82785,1
16,103937,1
17,703,1
17,707,1
17,943,1
